id,label,interactions
"local restaurants, strip clubs, and Mar-a-Lago","local restaurants, strip clubs, and Mar-a-Lago",1
Diane Ziman,Diane Ziman,1
right???hand of the Deputy Crown Prince,right???hand of the Deputy Crown Prince,1
alleged victims through U.S. Attorney's Office,alleged victims through U.S. Attorney's Office,1
30 months incarceration,30 months incarceration,1
prostitution_charges,prostitution_charges,1
standards of excellence and school autonomy,standards of excellence and school autonomy,1
Dmitry Rybolovlev,Dmitry Rybolovlev,5
Vanity Fair piece,Vanity Fair piece,2
unknown person A (TEXT-002-HOUSE_OVERSIGHT_033410),unknown person A (TEXT-002-HOUSE_OVERSIGHT_033410),1
impact of media coverage on personal relationships,impact of media coverage on personal relationships,1
unnamed science person or Consuelo associate,unnamed science person or Consuelo associate,1
Boris Nikolic's questions about Vanity Fair and Woody Allen dinner,Boris Nikolic's questions about Vanity Fair and Woody Allen dinner,1
Julie Taymor,Julie Taymor,9
Trump administration legal crisis,Trump administration legal crisis,1
Mick Jagger,Mick Jagger,11
Newsmax.com article about Ken Starr,Newsmax.com article about Ken Starr,1
unknown person A (HOUSE_OVERSIGHT_030881) (HOUSE_OVERSIGHT_030881),unknown person A (HOUSE_OVERSIGHT_030881) (HOUSE_OVERSIGHT_030881),2
Donald Trump and Mike Pence,Donald Trump and Mike Pence,1
approximately two dozen young women,approximately two dozen young women,1
Jeff Epstein,Jeff Epstein,1
unknown reporters,unknown reporters,1
unspecified recipient(s),unspecified recipient(s),1
ABC News investigation,ABC News investigation,1
Trump real estate deal involving Russian oligarch and Jeffrey Epstein,Trump real estate deal involving Russian oligarch and Jeffrey Epstein,1
trading activity,trading activity,1
law firms,law firms,1
multiple reporter inquiries,multiple reporter inquiries,1
all communications,all communications,1
Jabor Y. Inewei,Jabor Y. Inewei,20
recipients of misdirected communications,recipients of misdirected communications,1
Glenn Simpson,Glenn Simpson,4
bill,bill,1
wealth concealment activities,wealth concealment activities,1
sex trafficking and sexual assault allegations language,sex trafficking and sexual assault allegations language,1
alleged sexual assault claims,alleged sexual assault claims,1
Clinton and Andrew,Clinton and Andrew,1
unspecified allegations,unspecified allegations,1
bankruptcy proceeding real estate transaction,bankruptcy proceeding real estate transaction,1
LHS iE,LHS iE,1
Brett Ratner,Brett Ratner,10
U.S. political institutions and Saudi royal family,U.S. political institutions and Saudi royal family,1
Mike Pence health bill involvement,Mike Pence health bill involvement,1
Rex Tillerson conflict with Jared Kushner,Rex Tillerson conflict with Jared Kushner,1
Linda Stone,Linda Stone,28
multiple men allegedly involved in sexual activity with victims,multiple men allegedly involved in sexual activity with victims,1
New York Times reporter interest in story and financial expert commentary,New York Times reporter interest in story and financial expert commentary,1
Swiss banks,Swiss banks,1
sexual exploitation and prostitution charges,sexual exploitation and prostitution charges,1
The Guardian,The Guardian,1
victims during sexual sessions and in bathrooms,victims during sexual sessions and in bathrooms,1
New York Magazine article about Fire and Fury,New York Magazine article about Fire and Fury,1
unknown person A (HOUSE_OVERSIGHT_030589) (HOUSE_OVERSIGHT_030589),unknown person A (HOUSE_OVERSIGHT_030589) (HOUSE_OVERSIGHT_030589),5
unspecified communication,unspecified communication,1
unknown person B (HOUSE_OVERSIGHT_030575) (HOUSE_OVERSIGHT_030575),unknown person B (HOUSE_OVERSIGHT_030575) (HOUSE_OVERSIGHT_030575),1
Dave Camp,Dave Camp,1
The Program,The Program,2
oil futures,oil futures,1
Florida child sex den,Florida child sex den,1
houseman,houseman,1
Boris,Boris,1
Jeffrey Epstein case,Jeffrey Epstein case,1
Bill & Melinda Gates Foundation representative,Bill & Melinda Gates Foundation representative,1
Roger Schank,Roger Schank,3
Victoria Ward,Victoria Ward,2
unknown person A (HOUSE_OVERSIGHT_030433) (HOUSE_OVERSIGHT_030433),unknown person A (HOUSE_OVERSIGHT_030433) (HOUSE_OVERSIGHT_030433),1
alleged molestation of underage women,alleged molestation of underage women,1
new philanthropic website,new philanthropic website,1
Jeffrey Epstein Science and Jeffrey Epstein Philanthropy websites,Jeffrey Epstein Science and Jeffrey Epstein Philanthropy websites,1
Michael Avenatti Nike extortion case,Michael Avenatti Nike extortion case,1
"Ambrosetti Forum, Abu Dhabi Media Summit, Bilderberg, BRICS Summit, Trilateral Commission","Ambrosetti Forum, Abu Dhabi Media Summit, Bilderberg, BRICS Summit, Trilateral Commission",1
top editors and columnists,top editors and columnists,1
tabloid press,tabloid press,1
V.S. Naipaul literary event,V.S. Naipaul literary event,1
Germany no longer needs Europe debate,Germany no longer needs Europe debate,1
accommodation for recipient and his team,accommodation for recipient and his team,1
unknown staff,unknown staff,1
unknown addressee,unknown addressee,2
multiple underage women,multiple underage women,2
solicitation of prostitutes charges,solicitation of prostitutes charges,2
himself and others,himself and others,1
unknown person A (HOUSE_OVERSIGHT_030417) (HOUSE_OVERSIGHT_030417),unknown person A (HOUSE_OVERSIGHT_030417) (HOUSE_OVERSIGHT_030417),1
Vicky,Vicky,1
"smart plants, string theory, quantum computing, life regeneration","smart plants, string theory, quantum computing, life regeneration",1
Melanie SpineIla,Melanie SpineIla,5
questioning about Alan M. Dershowitz,questioning about Alan M. Dershowitz,1
Fire and Fury book article,Fire and Fury book article,1
unknown person A (TEXT-001-HOUSE_OVERSIGHT_031040),unknown person A (TEXT-001-HOUSE_OVERSIGHT_031040),2
Glenn Dubin,Glenn Dubin,2
tax authorities,tax authorities,1
Clintons' philanthropic causes,Clintons' philanthropic causes,2
solicitation_of_prostitution_and_procuring_minors,solicitation_of_prostitution_and_procuring_minors,1
solicitation of prostitution and procuring minors for prostitution,solicitation of prostitution and procuring minors for prostitution,5
Bill Clinton and Donald Trump,Bill Clinton and Donald Trump,1
federal sentencing requirements,federal sentencing requirements,1
French government officials,French government officials,1
unknown person (14-year-old girl) (HOUSE_OVERSIGHT_030299) (HOUSE_OVERSIGHT_030299),unknown person (14-year-old girl) (HOUSE_OVERSIGHT_030299) (HOUSE_OVERSIGHT_030299),1
article,article,1
jail sentence,jail sentence,2
underprivileged girls from vulnerable families,underprivileged girls from vulnerable families,1
internal conflicts regarding Modi visit,internal conflicts regarding Modi visit,1
New York Times article about Trump inauguration,New York Times article about Trump inauguration,1
false statements and contradictory claims,false statements and contradictory claims,1
Thomas Barrack,Thomas Barrack,1
Mariana Idikowska,Mariana Idikowska,1
RAF Marham,RAF Marham,2
Bill Thiel,Bill Thiel,1
Bob Kerrey,Bob Kerrey,2
Coastal Zone Management major permit,Coastal Zone Management major permit,2
communications and proprietary information,communications and proprietary information,1
unspecified recipients,unspecified recipients,2
legal communication,legal communication,2
Henri,Henri,4
unknown person A (HOUSE_OVERSIGHT_030095) (HOUSE_OVERSIGHT_030095),unknown person A (HOUSE_OVERSIGHT_030095) (HOUSE_OVERSIGHT_030095),1
unknown person A (HOUSE_OVERSIGHT_029985) (HOUSE_OVERSIGHT_029985),unknown person A (HOUSE_OVERSIGHT_029985) (HOUSE_OVERSIGHT_029985),1
Mark Zuckerberg,Mark Zuckerberg,2
William Clinton,William Clinton,1
Jennifer Jacquet,Jennifer Jacquet,6
Donald Trump speech,Donald Trump speech,2
unknown person A (HOUSE_OVERSIGHT_029962) (HOUSE_OVERSIGHT_029962),unknown person A (HOUSE_OVERSIGHT_029962) (HOUSE_OVERSIGHT_029962),1
offshore or foreign accounts,offshore or foreign accounts,1
Jack Scarola,Jack Scarola,1
Palm Beach estate,Palm Beach estate,1
unknown person C (HOUSE_OVERSIGHT_029859) (HOUSE_OVERSIGHT_029859),unknown person C (HOUSE_OVERSIGHT_029859) (HOUSE_OVERSIGHT_029859),1
unknown person A (HOUSE_OVERSIGHT_029859) (HOUSE_OVERSIGHT_029859),unknown person A (HOUSE_OVERSIGHT_029859) (HOUSE_OVERSIGHT_029859),1
Sberbank,Sberbank,2
Palm Beach and Virgin Islands,Palm Beach and Virgin Islands,1
Miroslav Laj????k,Miroslav Laj????k,3
yellow flag,yellow flag,1
Smart,Smart,1
"""we've had enough"" slogan","""we've had enough"" slogan",1
gangster game course at Harvard,gangster game course at Harvard,1
smaller groups,smaller groups,1
unknown person A (HOUSE_OVERSIGHT_029744) (HOUSE_OVERSIGHT_029744),unknown person A (HOUSE_OVERSIGHT_029744) (HOUSE_OVERSIGHT_029744),25
intended communication recipient,intended communication recipient,1
unknown person A (HOUSE_OVERSIGHT_029684) (HOUSE_OVERSIGHT_029684),unknown person A (HOUSE_OVERSIGHT_029684) (HOUSE_OVERSIGHT_029684),1
Mar-a-Lago mortgage and casino loan,Mar-a-Lago mortgage and casino loan,1
motorcycle guy,motorcycle guy,1
pe,pe,1
unknown person A (HOUSE_OVERSIGHT_031276),unknown person A (HOUSE_OVERSIGHT_031276),1
himself,himself,2
international sex operation,international sex operation,2
unknown person B (HOUSE_OVERSIGHT_029606) (HOUSE_OVERSIGHT_029606),unknown person B (HOUSE_OVERSIGHT_029606) (HOUSE_OVERSIGHT_029606),2
Renata B,Renata B,1
Shanson900,Shanson900,1
poetry_project,poetry_project,1
unknown person A (HOUSE_OVERSIGHT_029582) (HOUSE_OVERSIGHT_029582),unknown person A (HOUSE_OVERSIGHT_029582) (HOUSE_OVERSIGHT_029582),2
Serena,Serena,2
Johnson,Johnson,1
Serena Williams,Serena Williams,3
Finkelstein,Finkelstein,1
Katherine Keating,Katherine Keating,10
Bessemer Venture Partners,Bessemer Venture Partners,1
Mohamed Waheed Hassan,Mohamed Waheed Hassan,21
unknown girls associated with Epstein,unknown girls associated with Epstein,1
unknown person A (HOUSE_OVERSIGHT_029504) (HOUSE_OVERSIGHT_029504),unknown person A (HOUSE_OVERSIGHT_029504) (HOUSE_OVERSIGHT_029504),3
charges (unspecified),charges (unspecified),1
"Twin City Care, Inc.","Twin City Care, Inc.",2
charges of soliciting prostitution,charges of soliciting prostitution,2
The Program for Evolutionary Dynamics,The Program for Evolutionary Dynamics,1
"Mind, Brain and Behavior Committee at Harvard University","Mind, Brain and Behavior Committee at Harvard University",1
first Head Start program in the US Virgin Islands,first Head Start program in the US Virgin Islands,1
importance of early education for cognitive development,importance of early education for cognitive development,1
President Obama's universal pre-school education proposal,President Obama's universal pre-school education proposal,1
unknown victim C,unknown victim C,1
Bradley Edwards' clients,Bradley Edwards' clients,1
Jane Doe (HOUSE_OVERSIGHT_029315) (HOUSE_OVERSIGHT_029315),Jane Doe (HOUSE_OVERSIGHT_029315) (HOUSE_OVERSIGHT_029315),1
The Alchemist Kitchen,The Alchemist Kitchen,1
Robert Brockman,Robert Brockman,1
wand and black wizard hat,wand and black wizard hat,1
Leah Reis-Dennis,Leah Reis-Dennis,1
Templeton Foundation,Templeton Foundation,1
nicholas.ribis,nicholas.ribis,1
Secretary of State Pompeo meeting with Miro in Slovakia,Secretary of State Pompeo meeting with Miro in Slovakia,1
John Templeton Foundation,John Templeton Foundation,1
Elisa New's Templeton campaign definition,Elisa New's Templeton campaign definition,1
press reporting,press reporting,1
Elisa New's Poetry in America project,Elisa New's Poetry in America project,1
state charges,state charges,2
Jeanluc,Jeanluc,1
"Lawrence Krauss, Noam Chomsky","Lawrence Krauss, Noam Chomsky",1
government,government,3
Barnaby Marsh,Barnaby Marsh,1
Jane Doe 102 (HOUSE_OVERSIGHT_031008) (HOUSE_OVERSIGHT_031008),Jane Doe 102 (HOUSE_OVERSIGHT_031008) (HOUSE_OVERSIGHT_031008),1
confidential email,confidential email,1
Cartagena prostitution scandal,Cartagena prostitution scandal,1
professional and financial decisions,professional and financial decisions,1
news article about Obama extending marriage benefits,news article about Obama extending marriage benefits,1
George M. Church,George M. Church,1
scheduled meeting discussion,scheduled meeting discussion,1
mathematician candidates for television production,mathematician candidates for television production,1
weekend discussion meeting,weekend discussion meeting,1
preproduction book for Radical Breakthroughs,preproduction book for Radical Breakthroughs,1
email communications,email communications,2
harassment scandals and reputation,harassment scandals and reputation,1
Intercept stock trading document,Intercept stock trading document,1
Clinton and Epstein Caribbean island allegations,Clinton and Epstein Caribbean island allegations,1
alleged sexual assault of minor,alleged sexual assault of minor,1
unknown person A (HOUSE_OVERSIGHT_029010) (HOUSE_OVERSIGHT_029010),unknown person A (HOUSE_OVERSIGHT_029010) (HOUSE_OVERSIGHT_029010),4
unknown person (TEXT-001-HOUSE_OVERSIGHT_025368),unknown person (TEXT-001-HOUSE_OVERSIGHT_025368),9
Krause,Krause,2
President Trump,President Trump,1
Soon-Yi Previn,Soon-Yi Previn,9
world leaders,world leaders,2
katie johnson v trump complaint,katie johnson v trump complaint,1
unknown person A (HOUSE_OVERSIGHT_028964) (HOUSE_OVERSIGHT_028964),unknown person A (HOUSE_OVERSIGHT_028964) (HOUSE_OVERSIGHT_028964),1
Jane Doe 3 (HOUSE_OVERSIGHT_028928) (HOUSE_OVERSIGHT_028928),Jane Doe 3 (HOUSE_OVERSIGHT_028928) (HOUSE_OVERSIGHT_028928),2
Clinton's presence on his island,Clinton's presence on his island,1
unknown person B (HOUSE_OVERSIGHT_028921) (HOUSE_OVERSIGHT_028921),unknown person B (HOUSE_OVERSIGHT_028921) (HOUSE_OVERSIGHT_028921),1
unknown person A (HOUSE_OVERSIGHT_028921) (HOUSE_OVERSIGHT_028921),unknown person A (HOUSE_OVERSIGHT_028921) (HOUSE_OVERSIGHT_028921),1
Ed Boyden,Ed Boyden,3
mathematics prodigy and financial titan,mathematics prodigy and financial titan,1
staff member,staff member,2
Barack Obama and David Dershowitz,Barack Obama and David Dershowitz,1
global regions,global regions,1
Money,Money,1
Dangene and Jennie Enterprise,Dangene and Jennie Enterprise,5
yellow sweatpants,yellow sweatpants,1
LifeBall event attendance,LifeBall event attendance,1
AIDS Solidarity Gala and LifeBall,AIDS Solidarity Gala and LifeBall,2
amfar Gala and lifeball,amfar Gala and lifeball,1
Ecole du Bel-Air,Ecole du Bel-Air,1
Charter schools in Washington DC,Charter schools in Washington DC,3
Columbia University,Columbia University,1
Crohn's and Colitis Foundation of America,Crohn's and Colitis Foundation of America,3
civil lawsuit victims,civil lawsuit victims,1
soliciting a minor for prostitution,soliciting a minor for prostitution,2
Soon Yi Previn,Soon Yi Previn,2
pound,pound,1
Towers Investors,Towers Investors,5
erhud,erhud,1
unknown person A (HOUSE_OVERSIGHT_027838),unknown person A (HOUSE_OVERSIGHT_027838),1
Riyadh summit,Riyadh summit,1
NY Post article about Ukraine prosecutor,NY Post article about Ukraine prosecutor,2
The Hill opinion article,The Hill opinion article,1
Marla Maples,Marla Maples,1
Macron,Macron,1
Michael Shanahan,Michael Shanahan,1
Council of Europe head,Council of Europe head,1
Watson footage retrieval,Watson footage retrieval,1
Kiron Skinner,Kiron Skinner,1
app and board game,app and board game,1
Slovakia foreign minister / OSCE chairman,Slovakia foreign minister / OSCE chairman,1
